slug,code_commune,nom_ville,date,auteur,note_moyenne,environnement,transports,securite,sante,sports_et_loisirs,culture,enseignement,commerces,qualite_de_vie,points_positifs,points_negatifs
poitiers,86194,Poitiers,29-03-2026,FranciscoD,7.94,8,,,,,,,,,"🌿 Un cadre de vie agréable et apaisé 
Poitiers offre une atmosphère calme, loin du stress des grandes métropoles. La ville est à taille humaine, ce qui facilite le quotidien, avec des déplacements courts et un environnement globalement propre et verdoyant. 
🎓 Une vraie ville étudiante 
La présence de Université de Poitiers dynamise fortement la ville : 
ambiance jeune 
diversité culturelle 
activités accessibles 
Cela donne une certaine vitalité, notamment en semaine. 
🏥 Une bonne offre de santé 
Le CHU de Poitiers constitue un vrai point fort, avec des soins de qualité et une offre médicale complète pour une ville de cette taille. 
🎭 Un patrimoine et une culture riches 
Poitiers possède un centre historique remarquable (églises romanes, ruelles anciennes). La vie culturelle est active avec des événements, des théâtres et une offre artistique régulière. 
⚽ Des loisirs variés 
Entre équipements sportifs, associations et la proximité du Futuroscope, il y a de quoi s'occuper facilement, pour tous les âges. 
🚆 Une bonne connexion à Paris 
Grâce au TGV, Paris est accessible rapidement, ce qui est un avantage important pour le travail ou les loisirs. 
🌊 Proximité de la mer ; La Rochelle à seulement 1h30 en voiture.","🚍 Des transports insuffisants 
Le réseau de transports en commun reste limité pour une ville de cette taille : 
absence de tramway ou de métro 
réseau de bus parfois peu fréquent ou peu pratique 
dépendance importante à la voiture, surtout en périphérie 
infrastructures cyclables encore incomplètes 
👉 Cela peut compliquer les déplacements quotidiens sans véhicule. 
🏙️ Un dynamisme économique limité 
Poitiers n'est pas un grand pôle économique : 
peu de grandes entreprises ou sièges sociaux 
marché de l'emploi relativement restreint 
opportunités professionnelles limitées dans certains secteurs 
👉 Cela peut freiner les carrières ou nécessiter une mobilité vers d'autres villes. 
🛍️ Une offre commerciale moyenne 
Même si le centre-ville est agréable : 
manque de diversité dans certaines enseignes 
fermeture de commerces dans certaines rues 
nécessité fréquente d'aller en zones commerciales en périphérie 
👉 Moins de choix que dans des villes plus grandes. 
🌙 Une vie nocturne et événementielle assez calme 
Poitiers reste une ville tranquille : 
peu de grands événements culturels ou festifs 
animation limitée en dehors des périodes étudiantes 
ambiance parfois jugée “endormie” le soir 
👉 Peut être frustrant pour ceux qui cherchent une vie urbaine animée. 
⚠️ Des disparités entre quartiers 
Comme dans beaucoup de villes : 
certains quartiers moins attractifs 
petites incivilités ou sentiment d'insécurité localisé 
👉 Même si la ville reste globalement sûre, tout dépend du secteur. 
🚗 Dépendance à la périphérie 
beaucoup de services et commerces situés en dehors du centre 
déplacements fréquents nécessaires en voiture 
urbanisation étalée 
Un climat parfois contraignant, étés pouvant être chauds 
Peu de grands espaces naturels directement en centre-ville."
poitiers,86194,Poitiers,04-10-2025,Flo,1.75,4,,,,,,,,,Ville à taille humaine.,"Qualité de vie très dégradée. En quelques années, la ville est devenue une décharge à ciel ouvert. Les rues ne sont pas nettoyées, la gestion des déchets est catastrophique, les tags ne sont plus effacés dans certains secteurs de la ville. Amateurisme total au niveau de l'équipe municipale, inaction malgré les nombreuses plaintes. Les commerces désertent le centre ville historique. La ville est plongée dans le noir à partir de 22h ce qui génère une insécurité évidente. À cela s'ajoute le désert médical, très problématique au quotidien.  Un changement d'équipe s'impose urgemment à la tête de la ville."
poitiers,86194,Poitiers,19-09-2025,Terminado,4.81,7,,,,,,,,,"Quelques commerces qui valent le détour et on trouve globalement de tout. Globalement, la ville est mignonne dans les beaux jours.","De retour temporairement après plusieurs mois à l'étranger et je suis toujours ébahi par le fait que cette ville soit figée dans le temps. Toujours aussi sale avec des aménagements de rues qui accentuent à certains endroits. Toujours les mêmes fauteurs de troubles, les sans gêne, les marginaux. Toujours les ONG aux mêmes endroits, toujours des événements bien trop vendus pour une réalité ridicule, toujours un défilé de personnages atypiques entre les vêtements bobos, les coupes de cheveux et couleurs originales, les tatouages à ne plus voir le corps, toujours très politisée et féministe extrémiste, toujours des commerces qui ferment pour plus de chaines de fast food, toujours les escalators qui ne fonctionnent pas, toujours les vitrines manquantes des rayons frais du Monoprix pas remplacées, toujours aucune qualité de vie étudiante pas même avec Vitalis... Tout ceci et plus encore après plus de 6 ans à avoir côtoyé quotidiennement cette ville. C'est époustouflant ! 
 
Chaque année, je me disais que plus rien ne me surprendrait. Il se passe toujours quelque chose. Une idiotie : la mairie écologiste qui supprime des trottoirs déjà étroits pour des plantes, sur des chemins d'écoles, par exemple ! Et cette fois-ci ça aura été des hommes en slips et en tablier se promener dans la rue et devant les terrasses. Ah et, la gare qui avait de nombreuses fuites dans la toiture, aussi. Un bien bel accueil, je n'en attendais pas moins de Poitiers et de ses secrets. 
 
Puis bon : augmentation de la délinquance et des violences, on trouve des chocolats chauds à 4-5€, l'eau de la douche devient grise avec la pollution (comme quoi avoir transformé la ville en partie en forêt hein...), un récent carrefour giratoire bordélique, des installations de jeux en plein air que personne ne connaît ni ne joue... Breeeeef. 
 
Le plus drôle c'est d'avoir été dans un pays et des villes que Poitiers rêve de devenir. D'être. Et qui s'en sortent mieux sur tous les plans sans faire n'importe quoi et continuer de s'enfoncer. Et sans une population aussi... Spéciale, disons. 
 
 
Heureusement, ce n'est que temporaire. J'en ai enfin fini avec cet endroit."
poitiers,86194,Poitiers,25-06-2025,Johanna,6.56,8,,,,,,,,,"Jolie ville avec architecture du Moyen-Age et du XIXème siècle. Splendide végétation aux bords du Clain. Bon niveau éducatif, ville culturellement et historiquement riche. 
Comme dans beaucoup de petites villes, il est préférable de se faire un réseau amical pour ne pas s'ennuyer. Plusieurs milieux sociaux différents cohabitent. Des commerces intéressants (indépendants ou non). Lieux recommandés : le Tison, le parc de Blossac, La Serrurerie, la médiathèque. Prix peu élevés, notamment dans l'immobilier.","Aucune boîte de nuit raffinée. A Noël, les mignonneries (ex : musiques douces dans les rues) ont été remplacées par des attractions moches, bruyantes et dénuées de féerie. Quasiment un désert médical. De plus en plus de racailles, notamment place d'Armes."
poitiers,86194,Poitiers,04-12-2024,MrTeddy86,5.44,5,,,,,,,,,"Je vis à Poitiers depuis 24 ans,  j'ai donc pu constater de l'évolution de la ville,  depuis 2001 à aujourd'hui. 
En point positifs : 
plus grand chose hélas,  sauf le patrimoine culturel dont je ne me suis jamais lassé. 
Peut être le rayonnement des établissements d'enseignement supérieur 
Le marché du centre ville et les cafés agréables pour passer du temps seul ou entre amis, l'ambiance y est douce encore aujourd'hui.","Dégradation progressive de la qualité de vie avec les choix des élus qui ont tué à petit feu le centre ville,  son dynamisme et son accessibilité. 
Une vie culturelle aujourd'hui au point mort ou presque (j'entends ici tout ce qui est lié à l'associatif au local pas aux concerts et autres spectacles à l'Arena et aux concerts de groupes hasbeen au RC),  un centre ville où les commerces ferment à une vitesse folle et sont remplacés par des fastfood et/ou chaines de restauration. 
Alors concernant les transports,  une tétralogie ne serait pas suffisante pour dire à quel point Vitalis laisse à désirer : horaires,  tarifs,  les chauffeurs,  les contrôleurs La liste est longue 
Il y a quand même des clubs et des tissus associatifs pour faire du sport mais les lieux sont souvent datés,  insalubres (exception faite de la patinoire et de la ganterie). 
Le parc de Blossac et les espaces verts font les frais d'une politique ""écolo"" (et d'un budget surement proche de 0) tout est laissé à l'abandon,  Blossac autrefois florissant est maintenant morne et lugubre. 
Certains choix de travaux d'aménagement/décoration laissent pantois par tant de laideur en plus d'êtres incommodes pour la vie quotidienne. (à croire que les décisionnaires sont déconnectés de la réalité ou ne vivent pas sur place). 
La ville est devenue globalement sale mais cela tient plus du comportement des gens qu'autre chose (déjections,  déchets. ..) 
Concernant la sécurité le fait que certains endroits soient plongés dans le noir à une certaine heure n'arrange rien pour celles et ceux qui sortent et certains lieux en périphérie sont devenus des zones de non droit."
poitiers,86194,Poitiers,26-10-2024,Tristepoitou,3.69,8,,,,,,,,,"La qualité environnementale n'est pas à débattre : c'est le fer de lance de la ville. On pourrait presque parler d'un poumon vert de la France. Il est très facile de se promener dans de vastes étendues naturelles,  le long ou sur le Clain,  ou de trouver un parc de proximité. 
L'enseignement est plutôt variable,  on trouve de tout,  notamment les filières de sciences humaines qui peuvent être une bonne porte d'entrée puis à compléter dans une grande ville. 
Énorme proportion d'étudiants chaque année,  nationaux comme internationaux.","Par où commencer... 
Ville très étroite et renfermée sur elle-même. Centre-ville très petit,  on fait vite le tour et il n'y a pas grand-chose à y faire ou voir de toute façon : On peut prendre un café,  manger au restaurant,  se promener,  boire un verre... Et après ? Il n'y a plus qu'à rentrer chez soi ou aller à la médiathèque,  qui se trouve être LE lieu de rassemblement et culturel n°1 de Poitiers,  suivi par la guinguette Tison. 
Le parc de Blossac se vend comme zoologique,  sauf que les animaux y disparaissent les uns après les autres. Vous pourrez toujours observer les canards et quelques poissons,  mais il y en a déjà partout. 
L'offre culturelle est inexistante,  ou presque. Dans tous les cas,  aucune publicité n'est faite, on n'est jamais au courant de rien ! De plus,  si vous n'êtes pas attiré par tout ce qui est contemporain ou underground,  alors vous n'aurez droit qu'aux miettes. 
Pour la question économique et du marché du travail : passez votre chemin,  c'est un gouffre. 
Difficile de trouver des médecins et d'avoir une prise en charge rapide chez les spécialistes. 
Les transports sont médiocres et beaucoup trop chers. Si vous restez le week-end ou les vacances,  vous vous sentirez comme puni,  car les trajets sont énormément réduits. 
S'il n'y a pas de parking privatisé dans votre résidence,  ça devient inutile d'emmener votre véhicule en raison du tout payant (parfois plus cher qu'en métropole) ou des fermetures,  il y a aussi des incivilités fréquentes dans les parkings souterrains. 
La ville est connue pour le Futuroscope et en joue énormément (il suffit de regarder les prix et le fameux Aquascope),  le problème étant que c'est un parc d'attraction désuet depuis bien longtemps et presque laissé à l'abandon. 
 
Et je vais m'arrêter ici avant de dépasser la limite de caractères. 
En résumé,  Poitiers se rêve grande,  a un double discours et n'attire ou ne retient personne. 
Les gens en pensent très souvent du mal,  sont bien soulagés d'être partis. Et je ne peux que comprendre,  d'autant qu'auparavant,  la ville cultivait son propre charme. Il y régnait une forte appétence culturelle (activités variées,  rassemblements fréquents,  concerts,  opéra et fanfares tout aussi hebdomadaires...) ainsi qu'un esprit communautaire marqué. Un ""bon vivre"" qui s'est perdu au fil des années. Qu'on se le dise : Poitiers s'est auto-saboté. Devenue son propre fantôme. Ici,  on respire la tristesse,  la pauvreté et,  malheureusement,  on finit par se faire emporter. 
 
 Adresse email invalide !!"
poitiers,86194,Poitiers,04-10-2024,Bientôt le départ,5.13,8,,,,,,,,,"L'importance des espaces verts et naturels,  ce qui donne une biodiversité variée ainsi qu'une bonne qualité d'air. Atteindre la campagne est très simple : il suffit de s'éloigner 10 à 20 min du centre. L'océan est à environ 2h de transport. Paris est à 1h30. 
L'enseignement est plutôt bon,  malgré des formations en perdition. 
Flâner en terrasse au centre-ville est agréable et on peut laisser ses affaires à vue sans risquer un vol... Disons que la ville a fait le nécessaire pour tenir éloigner du centre les communautés à problème sans pour autant les ostraciser.","La ville se résume avant tout à une politique écologique extrême. C'est simple : ça passera toujours en premier. Dans l'idée,  c'est louable et d'une bonne volonté. Dans les faits,  ça empêche tout développement et le résultat est une ville et ses alentours qui se meurent au profit d'arbres sans cesse plantés et de voitures sans cesse bannies... Alors qu'il y a la campagne absolument partout autour,  ainsi que des forêts,  des rivières ! 
La ville se porte mal économiquement,  je ne compte plus les petits commerces ou cafés qui espèrent s'en sortir une année de plus,  certains d'entre eux sont même implantés depuis plus de 10 ans. Les prix ne cessent d'augmenter pour compenser,  mais aussi dans les supermarchés. 
Des décisions importantes sont prises sans concertation préalable avec les locaux et les commerces,  puis ça fait semblant d'être ouvert et de s'inquiéter plusieurs mois après... 
Il y a toujours des travaux quelque part,  souvent pour défaire une rue et y planter des végétaux. 
Les gros projets débutent toujours à la rentrée scolaire,  jamais pendant l'été où il n'y a personne. Trafic souvent perturbé,  alors que le réseau et les moyens de transport sont déjà (très) fragiles. D'ailleurs,  Vitalis est connu pour son monopole et ses prix excessifs pour un service loin de ce qu'on peut en espérer. Encore une fois,  l'accent est mis au développement de bus plus écologiques,  électriques,  ou roulant au biocarburant. Les vélos louables prennent une éternité à être disponibles et en plus sont vieillots,  pas du tout adaptés à la topographie en pentes de la ville et encore moins à la densité de sa population. Des incompétences parmi tant d'autres,  qui sont mis sous le tapis en faisant s'implanter des entreprises de locations externes et donc des coûts en plus pour l'habitant avec une disponibilité aléatoire. 
Du côté de l'offre culturelle,  très peu de choses. Il en va de même pour le côté sportif. 
Il y a globalement très peu de choses à faire et à découvrir. 
La mentalité est plutôt décousue,  bizarre,  faussement ouverte et très réac' (étudiants compris). 
Logements souvent insalubres et mal insonorisés. 
Stabilité et disponibilité du réseau mobile et internet capricieux. 
Alcoolos,  marginaux toujours présents en groupe au centre-ville. 
Peu d'opportunités d'emploi,  beaucoup pour non qualifiés,  sans diplôme. 
 
Je pense que l'expérience est à prendre pour une transition dans le début des études sup. Mais guère plus."
poitiers,86194,Poitiers,29-06-2024,Pierrot86,5.81,6,,,,,,,,,Poitiers est une ville calme dans l'ensemble où la sécurité n'est pas pire que d'autres villes de la même taille. Il est facile de sortir de la ville pour aller dans des endroits naturels. Les habitants sont dans l'ensemble sympathiques et simples. Il y a suffisamment de commerces.,"Le marché de l'emploi est assez pauvre. La ville est globalement à l'abandon. On s'ennuie au niveau des sorties quand on est jeune. Peu de boîtes de nuit. Il y a seulement le Volley qui rassemble les poitevins pour les événements sportifs,  ce qui est dommage. Les commerces construits sont malheureusement 9 fois sur 10 des fast-foods,  il y en a trop au final … et pas assez de bons restaurants."
aubervilliers,93001,Aubervilliers,01-12-2025,étudiante93,1.63,3,,,,,,,,,"Accès facile à Paris avec le métro 12, bus assez ponctuels dans l'ensemble (le 139 par exemple). 
Plusieurs infrastructures de santé avec pas mal de disponibilités pour la plupart.","Beaucoup de quartiers à éviter, comme celui des 4 chemins, où la saleté est dominante, les gens ne jettent rien à la poubelle, beaucoup de déchets (poubelles pleines), nous sommes en insécurité permanente, agression, beaucoup de bâtiments sont délabrés, beaucoup de personnes alcoolisées, droguées notamment vers le pont qui mène à la frontière Parisienne (la Villette). 
 
En tant que femme je me suis déjà faite agresser en rentrant chez moi, dans le hall de mon immeuble, c'est pourquoi je ne vous recommande pas cette ville, avec + de sécurité pourquoi pas. Comme je suis étudiante, j'ai accès à un appartement proche de Paris c'est avantageux, mais malheureusement trop cher pour le nombre de points négatifs rencontrés."
aubervilliers,93001,Aubervilliers,06-09-2025,FillyMI2N,4.56,4,,,,,,,,,"Les transports en commun en gros, le Métro 7 à 4 chemins et Fort d'Aubervilliers, ensuite le métro 12 entre la mairie d'Aubervilliers et Front Populaire (frontière avec Saint-Denis) puis les bus de banlieue Paris les plus importants dont le 150, 152, 170, 173, 139 et 239. Enfin les lignes de bus de Paris (à 2 chiffes) mais franchissant la commune à savoir le 35 et 45. avantage ayant proche ayant pour frontière à Paris dont la porte de la Villette, et Porte d'Aubervilliers. Enfin le RER B (frontière avec la Courneuve). 
 
De plus cette agglomération dispose des avantages importants liés à la gentrification au commerce de vêtement de luxe (Fashion Center) géré par les chinois, en plus d'une université scientifique récente Condorcet au quartier du Front Populaire (Métro 12) gentrifié et moderne, en plus de de disposer des sites d'entreprises comme Veolia, 19M, Icade et BNP Paribas (en soit l'autre partie vivable de la ville entre l'entrée de Porte D'Aubervilliers jusqu'au quartier du Font Populaire).","Malgré les réelles avantages de cette ville se cache l'autre partie dégradante et désespérante du côté des 4 chemins et un peu vers le Fort d'Aubervilliers à l'instar : 
 
Saleté proéminente, insécurité permanente, vol à l'arraché, agression, meurtre, certains bâtiment délabrés, toxicomanes fortement présents (non loin de la frontière de la Villette sur Paris) et une police certes présente mais impuissante, ce qui contribue en quelque sorte à un environnement peu serein en tant qu'étranger de cette commune. Mais personnellement je ne fais pas attention au cosmopolitisme de la ville. 
Donc voici mon avis hélas vu que je vis dans le 19e à proximité d'Aubervilliers depuis plus de 15 ans."
aubervilliers,93001,Aubervilliers,17-04-2025,Bucky,7.63,4,,,,,,,,,"Je vis en centre ville. Ville qui s'est beaucoup améliorée sur les points qui laissaient avant à désirer. Meilleure sécurité (même si ça n'est pas parfait),  des commerces de qualité ont vu le jour en plus des commerces déjà existants. Ville dynamique à proximité de Paris (5 min de métro). Ambiance assez familiale et un côté un peu village au centre.","Ça reste une ville donc pas assez de parcs,  trop de circulation auto. Pistes cyclables pas top."
aubervilliers,93001,Aubervilliers,16-09-2024,AllamaisonABV,7.19,7,,,,,,,,,"De beaux espaces,  et des quartiers neufs prometteurs 
Une belle mixité sociale,  avec un sentiment de sécurité en journée,  notamment près du centre social du Roser 
Des quartiers très variés,  et quelques belles constructions,  malheureusement parfois un peu trop cachées 
Offre de transports en commun variée et efficace.","Les points de deals la nuit attirent des gens bruyants et sales,  ce qui fait que le matin les rues sont souvent encombrées de déchets problématiques (seringues,  petites bombonnes de gaz hilarant,  canettes...) 
Les gens se garent n'importe où,  alors qu'il y a des places de parking à louer à côté 
Encore trop de mécanique sauvage (mais en diminution) 
Le centre commercial du Millénaire est en fin de vie..."
aubervilliers,93001,Aubervilliers,07-07-2024,Momo le guadeloupéen,2.88,0,,,,,,,,,"Nombreux transports. Métro,  tram. 
 
Proximité avec Paris. 
 
Hôpitaux et structures de soins. 
 
Nombreuses entreprises et magasins.","Ville très très sale à cause des Roms qui jettent leurs déchets au sol. 
 
Gens qui cuisinent dans la rue en grillant de la viande sur les trottoirs. 
 
Beaucoup de fast-foods. 
 
Pollution avec le périphérique qui est à proximité. 
 
Sentiment d'insécurité palpable au quotidien. 
 
Pauvreté,  toxicomanie,  prostitution très présentes. 
 
Je ne me sens pas à l'aise dans cette ville pour engager une conversation avec un inconnu. 
 
Forte délinquance avec des vendeurs de cigarettes à la sauvette. 
 
Beaucoup de zones de non-droit. 
 
Omniprésence des rats. 
 
Peu d'espaces verts. 
 
Beaucoup d'incivilités."
aubervilliers,93001,Aubervilliers,02-03-2024,Faty,6.88,6,,,,,,,,,"Ville en pleine gentrification. 
Les transports sont variés et permettent de circuler vers la capitale. 
La nouvelle piscine olympique est un élément positif pour la commune. 
La commune bénéficie de nombreux projets. 
On sent bien qu'il y a une politique réelle pour améliorer la vie des habitants. 
La police est plus présente.","Les commerces manquent de diversité. 
Le quartier des quatre chemins manquent de sureté. 
Certaines rues ne sont pas nettoyées régulièrement."
aubervilliers,93001,Aubervilliers,09-11-2023,Ericba,0.75,1,,,,,,,,,"Le seul point positif c'est qu'il y a encore accès à la santé. 
Le point demi-positif est la présence du canal mais malheureusement il est souvent envahi par les tentes de migrants parfois par centaine et beaucoup de déchets jetés dans le canal.","Ville qui se bétonnise de plus en plus. Les trottoirs sont dégueulasses : merde de chien,  poubelles des usagers,  dépôts sauvages,  pisse humaine et crachats,  des rats partout. Il y a encore devant les foyers en plein trottoir des gens qui grillent du maïs pour la vente et confection de barquettes alimentaires qui sont vendues sur le trottoir ( BD Felix Faure par exemple),  les aliments sont consommés sur le trottoirs et les barquettes et épis de maïs jetés sur le trottoir. 
Les trottoirs sont cabossés et impraticables sauf Avenue Victor Hugo et alentours de la mairie. 
Le parc aimé Césaire est mal fréquenté,  des chiens sans laisse et des rats, on voit parfois des gens uriner et déféquer devant tout le monde. 
la taxe foncière est exorbitante pour le peu de service rendu. Les agents municipaux ne sont mal aimables. 
La culture est toujours axée sur les mêmes thématiques depuis 40 ans. 
Les commerces : il n'y a que des commerces de gros ou demi-gros : casseroles marmites,  accessoires téléphones et linge de maison tous made in china bas de gamme. Le seul fromager qui a ouvert récemment il faut une heure pour se faire servir même quand la boutique est vide. Ne cherchez pas à acheter du surgelé,  du vin,  de la viande de qualité etc... il n'y a pas de toiletteur alors que les rues sont truffées de merde de chiens. 
Pour une ville de 100000 ( à mon avis 120000 avec les migrants irréguliers) aux portes de Paris c'est un désastre."
aubervilliers,93001,Aubervilliers,08-09-2023,Mimilafuite,5.50,4,,,,,,,,,"Je suis née à Aubervilliers et j'y vis toujours. Aubervilliers s'est dégradé. Dans mon temps ,  les lieux étaient propres,  très peu d'insécurité,  commerces de qualité.  Le seul point positif d'Aubervilliers c'est la proximité avec Paris.  Il y'a pas mal d'associations culturelles.  Pour ceux qui se plaignent du communautarisme à Aubervilliers,  je ne le vois pas. La mixité manque cruellement et on a l'impression de voir toujours les mêmes personnes.","Sinon c'est délinquance max ,  4 chemins ce n'est juste pas possible. La cité à côté du Darty très très dangereuse ( vols agressions,  la nuit on ne se sent pas en sécurité à Aubervilliers).  Je me sens obligée de porter mon sac en bandoulière. Mes enfants sortent peu car ça craint. Niveau gastronomie que des kebabs même si petit à petit ça change. Aubervilliers change à pas de fourmi.  Faites attention avec les promoteurs véreux qui vantent la proximité avec Paris ,  l'arrivée de la ligne 12. Je suis actuellement en pleine recherche d'appartements après 36 ans de vie à Aubervilliers. J'y suis née.  Je veux partir.  Il n'y a que le centre ville qui est passable et quelques rues."
dunkerque,59183,Dunkerque,23-03-2026,Marc8359,1.31,0,,,,,,,,,Aucun.,"Choqué par la mentalité détestable de cette ville après avoir vécu de façon heureuse dans le Nord mais à la campagne à à peine 20kms. 
Habitants chauvins égocentrés. Mentalité pitoyable et pathétique de la population. Au royaume des aveugles les borgnes sont rois : Les seuls personnes à peu près "" normales "" se croient donc supérieures.. ... 
Leur seule fierté : Une beuverie qui dure 3 mois. 
A fuir absolument !"
dunkerque,59183,Dunkerque,04-03-2026,Jacuzzi,1.13,1,,,,,,,,,"Gestion des déchets très bien développée et tous les sacs poubelles de tri sont distribués gratuitement. 
Bus gratuit et pistes cyclables.","C'est la misère sociale et intellectuelle. Il est impossible d'avoir une discussion intelligente car ils coupent la parole à tout va. Aucune ouverture d'esprit, les discussions se limitent aux événements. Pire, les langues qui crachent et qui suintent toujours dans le dos de leurs voisins, amis, parents, collègues, etc… c'est effarant. 
Pour la culture du travail c'est Germinal. Il faut travailler sans réfléchir, sans plaisir, sans but; juste parce que cela doit être fait et le tout dirigé par des incompétents pistonnés. 
La laideur le la ville et de ses habitants en surprendra plus un, c'est une autre époque. C'est tellement triste que même les mouettes se pendent. 
L'ensemble du réseau de bus est gratuit sur tout le littoral de Gravelines jusqu'à à la frontière Belge. Cela peut paraître intéressant mais à l'usage c'est particulièrement inconfortable, les bus sont très vieux et roulent vite. Il y aurait aussi un problème de flux migratoires dans ces bus. 
Aucune discothèque à des kilomètres à la ronde ! Les étudiants devront se déplacer jusqu'à Lille. Pareil pour la culture ou événements culturels: rien. 
L'ambiance y est vraiment unique, n'y venez jamais pour le travail et encore moins pour le tourisme."
dunkerque,59183,Dunkerque,18-11-2025,flamingo,6.63,5,,,,,,,,,"ville maritime avec une histoire passionnante 
nombreux clubs sportifs 
centre ville concentré où on trouve de tout 
bus gratuit 
gare TGV 
plage.","très peu de patrimoine architectural préservé (détruite pendant la seconde guerre mondiale) 
manque d'animations en soirée 
pas assez végétalisée 
pas de bornes de recharge VE dans le centre ville."
dunkerque,59183,Dunkerque,29-08-2025,Titi,8.38,10,,,,,,,,,"Génial, ville où il fait bon vivre, la plage est magnifique et le centre-ville vivant, des commerçants agréables. 
Globalement, les écoles sont bonnes et les transports gratuits sont efficaces.",Loyer trop cher et l'environnement est assez moche en effet l'esthétique est assez moche. Je déteste les bâtiments en pierre.
dunkerque,59183,Dunkerque,10-08-2025,Gosenzo,1.00,2,,,,,,,,,"Rien de positif. Ah si, le train pour partir à Lille!","Franchement, Dunkerque, c'est à se demander comment on peut y survivre sans perdre la raison. Cette ville est une caricature de tout ce qui cloche dans l'humanité. Regardez-moi ce décor : des bâtiments hideux, des rues crasseuses où la saleté semble avoir pris ses quartiers pour toujours, et une absence totale de nouveauté ou de beauté qui donne envie de pleurer. Et la météo, parlons-en ! Un ciel gris en permanence, du vent qui vous gifle, de la pluie qui vous trempe jusqu'aux os – on dirait que le soleil a décrété que Dunkerque ne méritait pas sa lumière. 
Se déplacer ? Une blague. Les bus gratuits, quelle générosité, sauf qu'ils sont remplis de spécimens qui trimballent leurs cannettes de 8.6 et leurs poussettes comme s'ils étaient en pèlerinage pour la médiocrité. Les trains ? Une catastrophe, mal desservis, toujours en retard, comme si la SNCF elle-même méprisait cette ville. 
Et les habitants, mon Dieu, quel désastre ! Des gens repliés dans leur petite bulle, sans une once d'ouverture d'esprit, prêts à vous fusiller du regard si vous osez porter un vêtement un peu chic. La mode ici ? Un concept inconnu, ils doivent penser que s'habiller, c'est enfiler un costume de carnaval et appeler ça une personnalité. Parce que oui, le carnaval, c'est leur seul moment de gloire, une beuverie géante où les alcoolos du coin se déguisent pour oublier leur vie misérable. En dehors de ça, rien, zéro, le néant. Les boutiques ferment à 19h, comme si la ville vous ordonnait d'aller vous coucher. 
Une salle de spectacle minable, pas de vraie salle de concert, pas de vie nocturne – Dunkerque, c'est l'endroit où les rêves vont crever en silence. Tu veux faire carrière ? Haha, bonne chance ! Ici, c'est le royaume des assistés au RSA, des jaloux qui détestent le succès des autres, et des gens qui végètent sans ambition. 
Les écoles ? Un cauchemar, avec des collèges et lycées remplis de comportements lamentables, et aucune université digne de ce nom pour espérer un avenir. Si tu veux évoluer, fuis à Lille, ou mieux, à l'autre bout du monde, parce que Dunkerque, c'est le cul-de-sac de l'ambition. 
Cette ville pourrait avoir un peu de panache avec son port et son histoire, mais non, elle préfère s'enfoncer dans sa routine d'alcool, de carnaval et de dodo. Si quelqu'un arrive à trouver un truc potable dans ce bourbier, qu'il me le dise, parce que là, je ne vois qu'une ville qui mériterait un panneau « Fermé pour cause de désespoir »."
dunkerque,59183,Dunkerque,18-05-2025,Dankau83,1.94,1,,,,,,,,,"Que dire ! 
Le carnaval après c'est ville morte.","Ville où je suis né. 
C'était une ville dynamique, les gens étaient heureux. 
Aujourd'hui !! la misère, , les gens sont d'une tristesse. 
La ville est lugubre, les façades sont sales. 
Le samedi soir place Jean Bart, il n'y a rien, tout ferme à 19h... 
Ville devenue incroyablement morte."
dunkerque,59183,Dunkerque,30-03-2025,Tistou59,1.56,2,,,,,,,,,Je cherche...,"Très content d'avoir quitté cette ville.. voilà 4 ans 
Place jean Bart.. place du Minck.. digue de Malo... voilà à quoi se résume Dunkerque.. 
Ah.. oui j'oubliais.. avoir un contrat intérimaire 6 mois à Arcelor Dunkerque.. c'est le plus... et Talire Talour pendant 3 mois.. quand il y a carnaval.. désolé.. rien à voir à Dunkerque.. trop de béton.. etc.."
dunkerque,59183,Dunkerque,22-08-2024,ABL,6.56,4,,,,,,,,,"La vaste plage de Malo les bains et les dunes 
Incroyable pour une ville reconstruite 
Proximité avec la Belgique et les Pays Bas 
Ni trop petit ni trop grand,  dommage qu'elle fût rasée pendant la seconde guerre mondiale sinon les nouveaux bâtiments qui sortent de terre sont beaux 
Région magnifique.","Pas assez de monde hors période estivale 
Pollution industrielle 
À fuir si vous aimez le soleil 
Insécurité à Grande Synthe et Saint Pol 
Commerces qui ferment les uns après les autres."
aulnay-sous-bois,93005,Aulnay Sous Bois,26-04-2026,Marwen,9.50,8,,,,,,,,,"- Aulnay est déjà très bien desservie : RER B, Tramway T4, accès rapide aux autoroutes A1 et A3, proximité de l'aéroport Roissy-Charles de Gaulle. 
 
- Contrairement à l'image que l'on s'en fait parfois, la ville est très verte. Le Parc départemental du Sausset (près de 200 hectares), le Parc Robert Ballanger, et les berges du Canal de l'Ourcq offrent de superbes espaces pour se promener, faire du sport ou se détendre. 
 
- Ces quartiers (comme la Rose des Vents) font l'objet de vastes programmes de rénovation urbaine (ANRU). La ville se métamorphose avec la destruction d'anciennes barres d'immeubles, la création de nouveaux logements plus à taille humaine, et le retour des commerces de proximité.","- Aulnay souffre parfois d'une réputation médiatique qui ne reflète pas le quotidien de la majorité de ses habitants. 
 
- La présence d'axes routiers majeurs peut générer du trafic et des nuisances sonores dans certains secteurs."
